season,athlete_id,guid,uid,slug,type,first_name,last_name,full_name,display_name,short_name,height,display_height,weight,display_weight,age,date_of_birth,birth_city,birth_state,birth_country,jersey,position_id,position_name,position_abbreviation,position_display_name,college_id,current_team_id,headshot_href,experience_years,status_id,status_name,status_type,draft_year,draft_round,draft_selection,active
2026,3906972,45bb9001-d6d5-f987-3e64-fe45e12895f8,s:40~l:59~a:3906972,bridget-carleton,basketball,Bridget,Carleton,Bridget Carleton,Bridget Carleton,B. Carleton,74,"6' 2""",179,179 lbs,29,1997-05-22T07:00Z,Chatham,ON,Canada,6,7,Forward,F,Forward,66,132052,https://a.espncdn.com/i/headshots/wnba/players/full/3906972.png,8,1,Active,active,NA,NA,NA,TRUE
2026,3907781,a9aee6b9-fc44-8fc7-e1bb-e6dfa6e5f0ab,s:40~l:59~a:3907781,sophie-cunningham,basketball,Sophie,Cunningham,Sophie Cunningham,Sophie Cunningham,S. Cunningham,73,"6' 1""",165,165 lbs,30,1996-08-16T07:00Z,Columbia,MO,USA,8,3,Guard,G,Guard,142,5,https://a.espncdn.com/i/headshots/wnba/players/full/3907781.png,8,1,Active,active,2019,2,13,TRUE
2026,3910470,19a25a88-6e22-a45f-ebff-dcb85b51a139,s:40~l:59~a:3910470,maria-conde,basketball,Maria,Conde,Maria Conde,Maria Conde,M. Conde,75,"6' 3""",NA,NA,29,1997-01-14T08:00Z,Madrid,NA,Spain,10,7,Forward,F,Forward,52,131935,NA,0,1,Active,active,NA,NA,NA,TRUE
2026,3913680,6b445fb1-ce8f-e24f-a2e6-d17488b29f1d,s:40~l:59~a:3913680,emese-hof,basketball,Emese,Hof,Emese Hof,Emese Hof,E. Hof,75,"6' 3""",NA,NA,30,1996-05-29T07:00Z,Utrecht,NA,Netherlands,25,9,Center,C,Center,2390,8,NA,0,2,Inactive,inactive,NA,NA,NA,FALSE
2026,3913881,af9f2bf5-f7be-a160-609b-577fe20e48e0,s:40~l:59~a:3913881,alanna-smith,basketball,Alanna,Smith,Alanna Smith,Alanna Smith,A. Smith,76,"6' 4""",180,180 lbs,29,1996-09-10T07:00Z,Hobart,TAS,Australia,8,7,Forward,F,Forward,24,3,https://a.espncdn.com/i/headshots/wnba/players/full/3913881.png,8,1,Active,active,2019,1,8,TRUE
2026,3913903,78c47f7b-0e8d-5fb0-159b-86591b85ad23,s:40~l:59~a:3913903,teaira-mccowan,basketball,Teaira,McCowan,Teaira McCowan,Teaira McCowan,T. McCowan,79,"6' 7""",239,239 lbs,29,1996-09-28T07:00Z,Brenham,TX,USA,15,9,Center,C,Center,344,8,https://a.espncdn.com/i/headshots/wnba/players/full/3913903.png,6,9,Free Agent,free-agent,2019,1,3,FALSE
2026,3917450,3050c42f-4845-9e46-c003-1b0adb4c5e14,s:40~l:59~a:3917450,napheesa-collier,basketball,Napheesa,Collier,Napheesa Collier,Napheesa Collier,N. Collier,73,"6' 1""",179,179 lbs,29,1996-09-23T07:00Z,O' Fallon,MO,USA,24,7,Forward,F,Forward,41,8,https://a.espncdn.com/i/headshots/wnba/players/full/3917450.png,8,1,Active,active,2019,1,6,TRUE
2026,3917453,fdc6aae1-ce6c-1bd9-9f74-12381fd45704,s:40~l:59~a:3917453,katie-lou-samuelson,basketball,Katie Lou,Samuelson,Katie Lou Samuelson,Katie Lou Samuelson,K. Samuelson,75,"6' 3""",163,163 lbs,29,1997-06-13T07:00Z,Huntington Beach,CA,USA,33,7,Forward,F,Forward,41,14,https://a.espncdn.com/i/headshots/wnba/players/full/3917453.png,6,1,Active,active,2019,1,4,TRUE
2026,3919496,886df61d-534d-925b-2e18-3feee63a38c9,s:40~l:59~a:3919496,valeriane-ayayi,basketball,Valeriane,Ayayi,Valeriane Ayayi,Valeriane Ayayi,V. Ayayi,73,"6' 1""",NA,NA,32,1994-04-29T07:00Z,Bordeaux,NA,France,11,7,Forward,F,Forward,NA,11,NA,2,1,Active,active,NA,NA,NA,TRUE
2026,3922628,27bec061-e73e-a474-7423-44597e74cce5,s:40~l:59~a:3922628,kennedy-burke,basketball,Kennedy,Burke,Kennedy Burke,Kennedy Burke,K. Burke,73,"6' 1""",182,182 lbs,29,1997-02-14T08:00Z,Northridge,CA,USA,25,3,Guard,G,Guard,26,18,https://a.espncdn.com/i/headshots/wnba/players/full/3922628.png,7,1,Active,active,2019,2,22,TRUE
2026,3934218,090b8e9f-23ec-2850-c9d9-3c7065351537,s:40~l:59~a:3934218,megan-dileo,basketball,Megan,DiLeo,Megan DiLeo,Megan DiLeo,M. DiLeo,76,"6' 4""",195,195 lbs,29,1996-12-13T08:00Z,Port Wing,WI,USA,17,9,Center,C,Center,2294,132052,https://a.espncdn.com/i/headshots/wnba/players/full/3934218.png,8,1,Active,active,2019,2,17,TRUE
2026,4001679,1edef572-e3fd-f1c7-db55-e7c6fee64967,s:40~l:59~a:4001679,julie-allemand,basketball,Julie,Allemand,Julie Allemand,Julie Allemand,J. Allemand,70,"5' 10""",147,147 lbs,30,1996-07-07T07:00Z,Brussels,NA,Belgium,22,3,Guard,G,Guard,NA,131935,https://a.espncdn.com/i/headshots/wnba/players/full/4001679.png,4,1,Active,active,2016,3,33,TRUE
2026,4038379,871d6177-08d3-b653-26f6-a0f55f970ab9,s:40~l:59~a:4038379,marine-johannes,basketball,Marine,Johannes,Marine Johannes,Marine Johannes,M. Johannes,70,"5' 10""",134,134 lbs,31,1995-01-21T08:00Z,Lisieux,NA,France,23,3,Guard,G,Guard,NA,9,https://a.espncdn.com/i/headshots/wnba/players/full/4038379.png,5,1,Active,active,NA,NA,NA,TRUE
2026,4065760,11eae5c8-81e8-7eae-957e-2ab3ffbe7a86,s:40~l:59~a:4065760,tyasha-harris,basketball,Tyasha,Harris,Tyasha Harris,Tyasha Harris,T. Harris,70,"5' 10""",152,152 lbs,28,1998-05-01T07:00Z,Noblesville,IN,USA,52,3,Guard,G,Guard,2579,5,https://a.espncdn.com/i/headshots/wnba/players/full/4065760.png,7,1,Active,active,2020,1,7,TRUE
2026,4065780,5c313370-69c4-be9d-a5b7-a4c005fc5ad7,s:40~l:59~a:4065780,kaila-charles,basketball,Kaila,Charles,Kaila Charles,Kaila Charles,K. Charles,73,"6' 1""",168,168 lbs,28,1998-03-23T08:00Z,Glenn Dale,MD,USA,6,3,Guard,G,Guard,120,129689,https://a.espncdn.com/i/headshots/wnba/players/full/4065780.png,6,1,Active,active,2020,2,23,TRUE
2026,4065870,549665e1-73d4-f906-4670-03961ea95464,s:40~l:59~a:4065870,jackie-young,basketball,Jackie,Young,Jackie Young,Jackie Young,J. Young,72,"6' 0""",165,165 lbs,28,1997-09-16T07:00Z,Princeton,IN,USA,0,3,Guard,G,Guard,87,17,https://a.espncdn.com/i/headshots/wnba/players/full/4065870.png,8,1,Active,active,2019,1,1,TRUE
2026,4066533,3b205f4b-7b5d-0115-3a92-f8f35ff473ed,s:40~l:59~a:4066533,sabrina-ionescu,basketball,Sabrina,Ionescu,Sabrina Ionescu,Sabrina Ionescu,S. Ionescu,71,"5' 11""",165,165 lbs,28,1997-12-06T08:00Z,Walnut Creek,CA,USA,20,3,Guard,G,Guard,2483,9,https://a.espncdn.com/i/headshots/wnba/players/full/4066533.png,7,1,Active,active,2020,1,1,TRUE
2026,4066546,8acbcca0-9cf8-7eb8-8498-eff662ac5410,s:40~l:59~a:4066546,nadia-fingall,basketball,Nadia,Fingall,Nadia Fingall,Nadia Fingall,N. Fingall,76,"6' 4""",NA,NA,28,1998-08-12T07:00Z,Navarre,FL,USA,45,9,Center,C,Center,24,129689,NA,0,1,Active,active,NA,NA,NA,TRUE
2026,4066548,432f8935-cb9d-5789-dbdb-a035de994ff6,s:40~l:59~a:4066548,dijonai-carrington,basketball,DiJonai,Carrington,DiJonai Carrington,DiJonai Carrington,D. Carrington,71,"5' 11""",175,175 lbs,28,1998-01-08T08:00Z,San Diego,CA,USA,7,3,Guard,G,Guard,239,19,https://a.espncdn.com/i/headshots/wnba/players/full/4066548.png,6,1,Active,active,2021,2,20,TRUE
2026,4068042,3522c80d-1624-720f-3a7d-16200259d3c0,s:40~l:59~a:4068042,natasha-mack,basketball,Natasha,Mack,Natasha Mack,Natasha Mack,N. Mack,76,"6' 4""",180,180 lbs,28,1997-11-03T08:00Z,Lufkin,TX,USA,4,7,Forward,F,Forward,197,11,https://a.espncdn.com/i/headshots/wnba/players/full/4068042.png,4,1,Active,active,2021,2,16,TRUE
2026,4068104,1d3bcd9e-875d-b7c2-8092-8b93b2988fa2,s:40~l:59~a:4068104,peyton-williams,basketball,Peyton,Williams,Peyton Williams,Peyton Williams,P. Williams,76,"6' 4""",NA,NA,28,1998-04-27T07:00Z,Topeka,KS,USA,22,7,Forward,F,Forward,2306,11,NA,0,9,Free Agent,free-agent,NA,NA,NA,FALSE
2026,4068159,94505e32-78a6-ac64-2837-0afb0604eb33,s:40~l:59~a:4068159,sug-sutton,basketball,Sug,Sutton,Sug Sutton,Sug Sutton,S. Sutton,68,"5' 8""",140,140 lbs,27,1998-12-17T08:00Z,Saint Louis,MO,USA,0,3,Guard,G,Guard,251,3,https://a.espncdn.com/i/headshots/wnba/players/full/4068159.png,5,1,Active,active,2020,3,36,TRUE
2026,4068161,6a5889e1-493c-11bb-06f9-15006c8575ea,s:40~l:59~a:4068161,joyner-holmes,basketball,Joyner,Holmes,Joyner Holmes,Joyner Holmes,J. Holmes,75,"6' 3""",210,210 lbs,28,1998-02-22T08:00Z,Cedar Hill,TX,USA,8,7,Forward,F,Forward,251,14,https://a.espncdn.com/i/headshots/wnba/players/full/4068161.png,4,9,Free Agent,free-agent,2020,2,19,FALSE
2026,4068346,92324ce3-5bd4-0e54-d5af-b7b9bb69b3bd,s:40~l:59~a:4068346,kamiah-smalls,basketball,Kamiah,Smalls,Kamiah Smalls,Kamiah Smalls,K. Smalls,70,"5' 10""",161,161 lbs,28,1998-04-17T07:00Z,Philadelphia,PA,USA,8,7,Forward,F,Forward,256,132052,NA,3,9,Free Agent,free-agent,2020,3,28,FALSE
2026,4257500,a71dab93-a05b-f098-7c00-004a1030a9d5,s:40~l:59~a:4257500,cecilia-zandalasini,basketball,Cecilia,Zandalasini,Cecilia Zandalasini,Cecilia Zandalasini,C. Zandalasini,74,"6' 2""",175,175 lbs,30,1996-03-16T08:00Z,Milan,NA,Italy,24,7,Forward,F,Forward,NA,129689,https://a.espncdn.com/i/headshots/wnba/players/full/4257500.png,5,1,Active,active,NA,NA,NA,TRUE
2026,4280850,2becd789-1f2e-211a-bc35-244626f12daa,s:40~l:59~a:4280850,maya-caldwell,basketball,Maya,Caldwell,Maya Caldwell,Maya Caldwell,M. Caldwell,71,"5' 11""",160,160 lbs,27,1998-12-15T08:00Z,Charlotte,NC,USA,3,3,Guard,G,Guard,61,8,https://a.espncdn.com/i/headshots/wnba/players/full/4280850.png,5,1,Active,active,2021,3,33,TRUE
2026,4280877,4c2a2e68-137a-9112-972d-cf73279cbfd4,s:40~l:59~a:4280877,chloe-bibby,basketball,Chloe,Bibby,Chloe Bibby,Chloe Bibby,C. Bibby,74,"6' 2""",194,194 lbs,28,1998-06-15T07:00Z,Warracknabeal,VIC,Australia,55,7,Forward,F,Forward,120,8,https://a.espncdn.com/i/headshots/wnba/players/full/4280877.png,2,1,Active,active,NA,NA,NA,TRUE
2026,4280892,0feab94d-9d84-4b8b-b363-57237f8e1855,s:40~l:59~a:4280892,chennedy-carter,basketball,Chennedy,Carter,Chennedy Carter,Chennedy Carter,C. Carter,69,"5' 9""",143,143 lbs,27,1998-11-14T08:00Z,Mansfield,TX,USA,23,3,Guard,G,Guard,245,17,https://a.espncdn.com/i/headshots/wnba/players/full/4280892.png,4,9,Free Agent,free-agent,2020,1,4,FALSE
2026,4281190,051ae3bd-c8ea-eb8a-372b-9cd1cb336b9d,s:40~l:59~a:4281190,dana-evans,basketball,Dana,Evans,Dana Evans,Dana Evans,D. Evans,66,"5' 6""",145,145 lbs,28,1998-08-01T07:00Z,Gary,IN,USA,11,3,Guard,G,Guard,97,17,https://a.espncdn.com/i/headshots/wnba/players/full/4281190.png,6,1,Active,active,2021,2,13,TRUE
2026,4281929,d4c403bb-a2c8-ed6b-aeaa-c290d8afea9b,s:40~l:59~a:4281929,satou-sabally,basketball,Satou,Sabally,Satou Sabally,Satou Sabally,S. Sabally,76,"6' 4""",175,175 lbs,28,1998-04-25T07:00Z,Berlin,NA,Germany,0,7,Forward,F,Forward,2483,9,https://a.espncdn.com/i/headshots/wnba/players/full/4281929.png,7,1,Active,active,2020,1,2,TRUE
2026,4281930,40c31670-7734-867a-cde4-c7e9c3f45808,s:40~l:59~a:4281930,anneli-maley,basketball,Anneli,Maley,Anneli Maley,Anneli Maley,A. Maley,73,"6' 1""",NA,NA,28,1998-09-01T07:00Z,Melbourne,VIC,Australia,24,7,Forward,F,Forward,2628,9,https://a.espncdn.com/i/headshots/wnba/players/full/4281930.png,2,1,Active,active,NA,NA,NA,TRUE
2026,4282168,238153d1-9a08-063a-2638-af40eb8d819d,s:40~l:59~a:4282168,kiana-williams,basketball,Kiana,Williams,Kiana Williams,Kiana Williams,K. Williams,68,"5' 8""",140,140 lbs,27,1999-04-09T07:00Z,San Antonio,TX,USA,NA,3,Guard,G,Guard,24,131935,https://a.espncdn.com/i/headshots/wnba/players/full/4282168.png,5,9,Free Agent,free-agent,2021,2,18,FALSE
2026,4282173,97dad9cd-0677-b9a3-b349-85f39da7c26b,s:40~l:59~a:4282173,michaela-onyenwere,basketball,Michaela,Onyenwere,Michaela Onyenwere,Michaela Onyenwere,M. Onyenwere,72,"6' 0""",178,178 lbs,27,1999-08-10T07:00Z,Aurora,CO,USA,12,7,Forward,F,Forward,26,16,https://a.espncdn.com/i/headshots/wnba/players/full/4282173.png,6,1,Active,active,2021,1,6,TRUE
2026,4336633,1d6e733c-164b-a6e7-df54-d1e5fa8f8117,s:40~l:59~a:4336633,li-yueru,basketball,Li,Yueru,Li Yueru,Li Yueru,L. Yueru,79,"6' 7""",NA,NA,27,1999-03-28T08:00Z,Tai Yuan,NA,China,28,9,Center,C,Center,NA,3,https://a.espncdn.com/i/headshots/wnba/players/full/4336633.png,4,1,Active,active,NA,NA,NA,TRUE
2026,4337216,028a2e24-6757-6ce1-a525-47986bfe3c30,s:40~l:59~a:4337216,han-xu,basketball,Han,Xu,Han Xu,Han Xu,H. Xu,83,"6' 11""",203,203 lbs,26,1999-10-31T07:00Z,Hebei,NA,China,21,9,Center,C,Center,NA,9,https://a.espncdn.com/i/headshots/wnba/players/full/4337216.png,4,1,Active,active,2019,2,14,TRUE
2026,4398577,164cc132-7996-c486-f786-778530375a18,s:40~l:59~a:4398577,miela-sowah,basketball,Miela,Sowah,Miela Sowah,Miela Sowah,M. Sowah,70,"5' 10""",NA,NA,26,2000-06-04T07:00Z,Rockhampton,QLD,Australia,7,3,Guard,G,Guard,150,129689,https://a.espncdn.com/i/headshots/wnba/players/full/4398577.png,0,1,Active,active,NA,NA,NA,TRUE
2026,4398674,940914f8-5293-4fb8-0f4c-7c5436f2c5bd,s:40~l:59~a:4398674,rhyne-howard,basketball,Rhyne,Howard,Rhyne Howard,Rhyne Howard,R. Howard,74,"6' 2""",175,175 lbs,26,2000-04-29T07:00Z,Chattanooga,TN,USA,10,3,Guard,G,Guard,96,20,https://a.espncdn.com/i/headshots/wnba/players/full/4398674.png,5,1,Active,active,2022,1,1,TRUE
2026,4398729,b2eb4e85-2965-f2b9-519a-c12058d48430,s:40~l:59~a:4398729,emily-engstler,basketball,Emily,Engstler,Emily Engstler,Emily Engstler,E. Engstler,73,"6' 1""",180,180 lbs,26,2000-05-01T07:00Z,New York,NY,USA,21,7,Forward,F,Forward,97,132052,https://a.espncdn.com/i/headshots/wnba/players/full/4398729.png,5,1,Active,active,2022,1,4,TRUE
2026,4398764,f3042c82-faad-5d6f-5e5c-6c7930590621,s:40~l:59~a:4398764,rae-burrell,basketball,Rae,Burrell,Rae Burrell,Rae Burrell,R. Burrell,74,"6' 2""",168,168 lbs,26,2000-06-21T07:00Z,Las Vegas,NV,USA,12,3,Guard,G,Guard,2633,6,https://a.espncdn.com/i/headshots/wnba/players/full/4398764.png,5,1,Active,active,2022,1,9,TRUE
2026,4398766,87f39497-5da3-7552-9217-9e10b30bc450,s:40~l:59~a:4398766,zaay-green,basketball,Zaay,Green,Zaay Green,Zaay Green,Z. Green,74,"6' 2""",NA,NA,26,2000-03-25T08:00Z,Duncanville,TX,USA,00,3,Guard,G,Guard,333,131935,https://a.espncdn.com/i/headshots/wnba/players/full/4398766.png,0,1,Active,active,2025,3,32,TRUE
2026,4398768,d802dec8-8c30-07a9-d761-20123ed66d35,s:40~l:59~a:4398768,nyara-sabally,basketball,Nyara,Sabally,Nyara Sabally,Nyara Sabally,N. Sabally,77,"6' 5""",204,204 lbs,26,2000-02-26T08:00Z,Berlin,NA,Germany,8,7,Forward,F,Forward,2483,131935,https://a.espncdn.com/i/headshots/wnba/players/full/4398768.png,4,1,Active,active,2022,1,5,TRUE
2026,4398776,92bac4f9-e4db-67c6-0354-24c06720f754,s:40~l:59~a:4398776,nalyssa-smith,basketball,NaLyssa,Smith,NaLyssa Smith,NaLyssa Smith,N. Smith,76,"6' 4""",185,185 lbs,26,2000-08-08T07:00Z,Converse,TX,USA,3,7,Forward,F,Forward,239,17,https://a.espncdn.com/i/headshots/wnba/players/full/4398776.png,5,1,Active,active,2022,1,2,TRUE
2026,4398829,a27d443a-9d18-a215-5e1d-d4090cd1358d,s:40~l:59~a:4398829,lexie-hull,basketball,Lexie,Hull,Lexie Hull,Lexie Hull,L. Hull,74,"6' 2""",155,155 lbs,26,1999-09-13T07:00Z,Spokane,WA,USA,10,3,Guard,G,Guard,24,5,https://a.espncdn.com/i/headshots/wnba/players/full/4398829.png,5,1,Active,active,2022,1,6,TRUE
2026,4398907,296ab5a3-2d52-084d-9972-b8422769f4a2,s:40~l:59~a:4398907,kate-martin,basketball,Kate,Martin,Kate Martin,Kate Martin,K. Martin,72,"6' 0""",172,172 lbs,26,2000-06-05T07:00Z,Edwardsville,IL,USA,21,3,Guard,G,Guard,2294,6,https://a.espncdn.com/i/headshots/wnba/players/full/4398907.png,3,2,Inactive,inactive,2024,2,18,FALSE
2026,4398911,0390235b-d63b-9a48-470f-dc80c05a20fa,s:40~l:59~a:4398911,shakira-austin,basketball,Shakira,Austin,Shakira Austin,Shakira Austin,S. Austin,77,"6' 5""",190,190 lbs,26,2000-07-25T07:00Z,Fredericksburg,VA,USA,0,9,Center,C,Center,145,16,https://a.espncdn.com/i/headshots/wnba/players/full/4398911.png,5,1,Active,active,2022,1,3,TRUE
2026,4398915,55b8c3a3-d957-b4d9-c706-2e25909a1324,s:40~l:59~a:4398915,naz-hillmon,basketball,Naz,Hillmon,Naz Hillmon,Naz Hillmon,N. Hillmon,74,"6' 2""",190,190 lbs,26,2000-04-05T07:00Z,Cleveland,OH,USA,00,7,Forward,F,Forward,130,20,https://a.espncdn.com/i/headshots/wnba/players/full/4398915.png,5,1,Active,active,2022,2,15,TRUE
2026,4398935,3cfb5941-68e7-722a-4525-aca3d5bdfb66,s:40~l:59~a:4398935,veronica-burton,basketball,Veronica,Burton,Veronica Burton,Veronica Burton,V. Burton,69,"5' 9""",155,155 lbs,26,2000-07-12T07:00Z,Newton,MA,USA,22,3,Guard,G,Guard,77,129689,https://a.espncdn.com/i/headshots/wnba/players/full/4398935.png,5,1,Active,active,2022,1,7,TRUE
2026,4398938,e5939424-9f5d-999f-14d7-0ee6630d2297,s:40~l:59~a:4398938,dorka-juhasz,basketball,Dorka,Juhasz,Dorka Juhasz,Dorka Juhasz,D. Juhasz,77,"6' 5""",191,191 lbs,26,1999-12-18T08:00Z,Pecs,NA,Hungary,14,7,Forward,F,Forward,41,8,https://a.espncdn.com/i/headshots/wnba/players/full/4398938.png,3,1,Active,active,2023,2,16,TRUE
2026,4398965,517e74ee-d98f-d504-2daf-1504e47254bb,s:40~l:59~a:4398965,christyn-williams,basketball,Christyn,Williams,Christyn Williams,Christyn Williams,C. Williams,71,"5' 11""",166,166 lbs,26,2000-05-20T07:00Z,Little Rock,AR,USA,31,3,Guard,G,Guard,41,3,https://a.espncdn.com/i/headshots/wnba/players/full/4398965.png,1,1,Active,active,2022,2,14,TRUE
2026,4398966,808db7f8-1fd0-9331-db1f-e9dba41e61ab,s:40~l:59~a:4398966,olivia-nelson-ododa,basketball,Olivia,Nelson-Ododa,Olivia Nelson-Ododa,Olivia Nelson-Ododa,O. Nelson-Ododa,77,"6' 5""",176,176 lbs,26,2000-08-17T07:00Z,Winder,GA,USA,10,9,Center,C,Center,41,18,https://a.espncdn.com/i/headshots/wnba/players/full/4398966.png,5,1,Active,active,2022,2,19,TRUE
2026,4399342,f677901a-b073-884f-f964-8f95976f58b0,s:40~l:59~a:4399342,lexi-held,basketball,Lexi,Held,Lexi Held,Lexi Held,L. Held,70,"5' 10""",150,150 lbs,26,1999-12-28T08:00Z,Burlington,KY,USA,10,3,Guard,G,Guard,305,11,https://a.espncdn.com/i/headshots/wnba/players/full/4399342.png,2,1,Active,active,NA,NA,NA,TRUE
2026,4399415,36c3c518-87d0-8f3b-b961-c63480bb6976,s:40~l:59~a:4399415,maddy-siegrist,basketball,Maddy,Siegrist,Maddy Siegrist,Maddy Siegrist,M. Siegrist,74,"6' 2""",175,175 lbs,26,2000-05-22T07:00Z,Poughkeepsie,NY,USA,20,7,Forward,F,Forward,222,3,https://a.espncdn.com/i/headshots/wnba/players/full/4399415.png,4,1,Active,active,2023,1,3,TRUE
2026,4420318,1a2b36a5-ad9c-05f3-62fe-4a4b21a3cfc1,s:40~l:59~a:4420318,ezi-magbegor,basketball,Ezi,Magbegor,Ezi Magbegor,Ezi Magbegor,E. Magbegor,76,"6' 4""",181,181 lbs,27,1999-08-13T07:00Z,Wellington,NA,New Zealand,13,7,Forward,F,Forward,NA,14,https://a.espncdn.com/i/headshots/wnba/players/full/4420318.png,7,1,Active,active,2019,1,12,TRUE
2026,4432830,2903f847-ebab-3bc3-923d-1c68c55ec64b,s:40~l:59~a:4432830,jordan-horston,basketball,Jordan,Horston,Jordan Horston,Jordan Horston,J. Horston,74,"6' 2""",165,165 lbs,25,2001-05-21T07:00Z,Columbus,OH,USA,23,7,Forward,F,Forward,2633,14,https://a.espncdn.com/i/headshots/wnba/players/full/4432830.png,3,1,Active,active,2023,1,9,TRUE
2026,4432831,bcc663d0-9e0f-34d5-8298-d1922f84e7d2,s:40~l:59~a:4432831,aliyah-boston,basketball,Aliyah,Boston,Aliyah Boston,Aliyah Boston,A. Boston,77,"6' 5""",220,220 lbs,24,2001-12-11T08:00Z,St. Thomas,NA,Virgin Islands,7,9,Center,C,Center,2579,5,https://a.espncdn.com/i/headshots/wnba/players/full/4432831.png,4,1,Active,active,2023,1,1,TRUE
2026,4432832,23b8092f-e8e4-37c9-bda1-0a39591da854,s:40~l:59~a:4432832,zia-cooke,basketball,Zia,Cooke,Zia Cooke,Zia Cooke,Z. Cooke,69,"5' 9""",163,163 lbs,25,2001-01-09T08:00Z,Toledo,OH,USA,7,3,Guard,G,Guard,2579,14,https://a.espncdn.com/i/headshots/wnba/players/full/4432832.png,4,1,Active,active,2023,1,10,TRUE
2026,4432834,e21b7842-97eb-3a69-9c04-699772356040,s:40~l:59~a:4432834,laeticia-amihere,basketball,Laeticia,Amihere,Laeticia Amihere,Laeticia Amihere,L. Amihere,75,"6' 3""",185,185 lbs,25,2001-07-10T07:00Z,Mississauga,AB,Canada,3,7,Forward,F,Forward,2579,129689,https://a.espncdn.com/i/headshots/wnba/players/full/4432834.png,4,1,Active,active,2023,1,8,TRUE
2026,4432844,102a878e-4ee3-3721-83a7-57426cdf2db0,s:40~l:59~a:4432844,aubrey-griffin,basketball,Aubrey,Griffin,Aubrey Griffin,Aubrey Griffin,A. Griffin,73,"6' 1""",NA,NA,24,2001-11-06T08:00Z,Ossining,NY,USA,22,7,Forward,F,Forward,41,9,NA,0,2,Inactive,inactive,2025,3,37,FALSE
2026,4432865,5d2a7a9d-9110-3d82-b373-0e795cb29fc2,s:40~l:59~a:4432865,jacy-sheldon,basketball,Jacy,Sheldon,Jacy Sheldon,Jacy Sheldon,J. Sheldon,70,"5' 10""",140,140 lbs,26,2000-08-23T07:00Z,Dublin,OH,USA,0,3,Guard,G,Guard,194,19,https://a.espncdn.com/i/headshots/wnba/players/full/4432865.png,3,1,Active,active,2024,1,5,TRUE
2026,4433386,32ac85f3-8056-3b55-bfa3-f848ef92af7c,s:40~l:59~a:4433386,jaylyn-sherrod,basketball,Jaylyn,Sherrod,Jaylyn Sherrod,Jaylyn Sherrod,J. Sherrod,67,"5' 7""",160,160 lbs,24,2001-10-21T07:00Z,Birmingham,AL,USA,4,3,Guard,G,Guard,38,20,https://a.espncdn.com/i/headshots/wnba/players/full/4433386.png,3,9,Free Agent,free-agent,NA,NA,NA,FALSE
2026,4433402,198d799e-9709-3062-8402-34f309bf151e,s:40~l:59~a:4433402,angel-reese,basketball,Angel,Reese,Angel Reese,Angel Reese,A. Reese,76,"6' 4""",165,165 lbs,24,2002-05-06T07:00Z,Baltimore,MD,USA,5,7,Forward,F,Forward,99,20,https://a.espncdn.com/i/headshots/wnba/players/full/4433402.png,3,1,Active,active,2024,1,7,TRUE
2026,4433403,5ec40e1c-3104-322e-b80f-f358ea26aad4,s:40~l:59~a:4433403,caitlin-clark,basketball,Caitlin,Clark,Caitlin Clark,Caitlin Clark,C. Clark,72,"6' 0""",157,157 lbs,24,2002-01-22T08:00Z,West Des Moines,IA,USA,22,3,Guard,G,Guard,2294,5,https://a.espncdn.com/i/headshots/wnba/players/full/4433403.png,3,1,Active,active,2024,1,1,TRUE
2026,4433404,a476e0ef-dad6-3c94-b251-dc9cbb1bf8af,s:40~l:59~a:4433404,cameron-brink,basketball,Cameron,Brink,Cameron Brink,Cameron Brink,C. Brink,76,"6' 4""",170,170 lbs,24,2001-12-31T08:00Z,Beaverton,OR,USA,22,7,Forward,F,Forward,24,6,https://a.espncdn.com/i/headshots/wnba/players/full/4433404.png,3,1,Active,active,2024,1,2,TRUE
2026,4433405,4a4b0ff3-1dd7-31fc-8a29-220b6a17722c,s:40~l:59~a:4433405,kamilla-cardoso,basketball,Kamilla,Cardoso,Kamilla Cardoso,Kamilla Cardoso,K. Cardoso,79,"6' 7""",215,215 lbs,25,2001-04-30T07:00Z,Montes Claros,NA,Brazil,10,9,Center,C,Center,2579,19,https://a.espncdn.com/i/headshots/wnba/players/full/4433405.png,3,1,Active,active,2024,1,3,TRUE
2026,4433408,60595614-8481-3d6c-98be-1a1ee34424cf,s:40~l:59~a:4433408,aaliyah-edwards,basketball,Aaliyah,Edwards,Aaliyah Edwards,Aaliyah Edwards,A. Edwards,75,"6' 3""",NA,NA,24,2002-07-09T07:00Z,Kingston,ON,Canada,8,7,Forward,F,Forward,41,18,https://a.espncdn.com/i/headshots/wnba/players/full/4433408.png,3,1,Active,active,2024,1,6,TRUE
2026,4433411,3a83740b-47c1-36bc-b0d6-b709f5a2723c,s:40~l:59~a:4433411,angela-dugalic,basketball,Angela,Dugalic,Angela Dugalic,Angela Dugalic,A. Dugalic,76,"6' 4""",NA,NA,24,2001-12-29T08:00Z,Des Plaines,IL,USA,32,7,Forward,F,Forward,26,16,https://a.espncdn.com/i/headshots/wnba/players/full/4433411.png,0,1,Active,active,2026,1,9,TRUE
